Tanggal,Rating,Komentar,Word Count,batch,Content Quality,Subscription & Pricing,UI/UX,Functionality,Technical & Access
2024-03-05 08:31:32,3.0,Ulasannya bagus manambah pengalaman bagi kita,6,5to20,1.0,,,,
2024-03-02 18:30:03,4.0,ulasan berita nya menarik puaaaaan!,5,5to20,1.0,,,,
2024-03-01 15:09:36,5.0,interface halamannya enak dibaca dan suka dengan fitur text to speech,11,5to20,,,1.0,1.0,
2024-03-01 04:52:18,5.0,semua informasi ada dalam genggaman,5,5to20,,,,,
2024-02-28 08:33:20,5.0,Permis mau bertny apakah bisa print ya koran e paapernya,10,5to20,,,,0.0,
2024-02-25 08:57:43,5.0,best for search a news update,6,5to20,1.0,,,,
2024-02-18 17:47:20,5.0,saya menyukai apk ini cocok untuk membaca beritanya,8,5to20,,,,,
2024-02-17 09:31:19,2.0,"Kalau boleh saran,seharusnya kalau kami mau membaca buku/artikel tidak usah berbayar,supaya orang yang ingin berliterasi tidak harus ada hambatan",19,5to20,,-1.0,,,
2024-02-14 13:48:54,1.0,knp naama file nya muncul di belakang,7,5to20,,,-1.0,,
2024-02-03 08:43:56,5.0,"Up date kok,meski 5 W dan I H layak terus di jadikan ajangNya",13,5to20,1.0,,,,
2024-01-28 03:49:11,5.0,Jelas dan bagus untuk berita,5,5to20,1.0,,,,
2024-01-27 14:42:31,1.0,"Lumayan bagus, maaf baru buka",5,5to20,,,,,
2024-01-27 01:44:03,5.0,beritanya terbaru tdk diulang ulang,5,5to20,1.0,,,,
2024-01-25 06:43:32,5.0,"Saya sangat,kecewa susah masuknya Apl ini,ada apa..??",7,5to20,,,,,-1.0
2024-01-24 01:22:15,5.0,Berita gus samsudin hari ini,5,5to20,,,,,
2024-01-22 08:07:26,5.0,Berhubung saya harus bayar setengah juta saya hapus,8,5to20,,-1.0,,,
2024-01-20 23:35:20,5.0,"Asal jangan memprsilit aja tak masalah,",6,5to20,,,,,
2024-01-18 05:51:51,5.0,berita nya aktual dan mudah di mengerti,7,5to20,1.0,,,,
2024-01-16 10:22:28,5.0,Sangat membatu sekali semoga makin bagus lagi kedepan nya,9,5to20,,,,,
2024-01-10 16:51:00,5.0,aplikasinya bagus untuk membaca berita,5,5to20,,,,,
2024-01-08 14:12:23,5.0,Mantap bisa membantu untuk melihat kejadian dunia.,7,5to20,,,,,
2024-01-02 23:20:58,5.0,"di bagian fotografi kenapa gak dipisahkan foto cerita, galeri foto dan klinik foto..? seperti di web, lebih enak..",18,5to20,,,,0.0,
2023-12-31 16:15:59,5.0,Makin keren dengan berita tepercaya dan bisa diandalkan,8,5to20,1.0,,,,
2023-12-26 16:20:09,5.0,Bacaannya sangat menambah pengetahuan dan informasi,6,5to20,1.0,,,,
2023-12-25 05:08:15,5.0,"ada format koran cetak, sangat menarik",6,5to20,,,,1.0,
2023-12-21 17:17:59,1.0,"Sudah bayar, tapi tidak terbaca langganan. Gimana sih ini kompas",10,5to20,,,,,-1.0
2023-12-16 23:19:32,2.0,Kenapa tidak bisa berlanggann yah...? Mungkin bisa kasih solusi.. ?,10,5to20,,,,,
2023-12-13 09:32:01,5.0,"DL cepat, simpel buat bacaan harian dimana saja bisa dilakukan",10,5to20,,,,,1.0
2023-12-13 00:49:06,5.0,berita-beritanya sangat update dan faktual disertai data-data yg sangat akurat....ulasannya menarik dan mendalam...,13,5to20,1.0,,,,
2023-12-12 16:36:21,5.0,Kompas sangat bagus beri infor Masi,6,5to20,1.0,,,,
2023-12-06 11:45:20,4.0,bagus beritanya kita juga bisa berinteraksi dengan yg laen,9,5to20,1.0,,,,
2023-12-03 15:05:19,2.0,Aku beri nilai dua bintang dulu nanti kalau hasilnya baik aku kasih tambah nilai lagi,15,5to20,,,,,
2023-12-02 06:57:44,2.0,tapi mahal langganannya andai sekali bayar dan harga 30ribu mantap tuh,11,5to20,,-1.0,,,
2023-11-25 07:27:34,5.0,"Jurnalisme bermutu dan kritis, mantap, maju terus KOMPAS.",8,5to20,1.0,,,,
2023-11-25 01:45:47,5.0,"Terbaik untuk platform berita dijital berbayar. Aku sendiri sudah berhenti langganan versi kertasnya, beralih ke dijital.",16,5to20,,1.0,,,
2023-11-16 20:55:36,5.0,Menyajikan berita secara faktual dan aktual.,6,5to20,1.0,,,,
2023-11-16 12:28:52,4.0,aplikasinya sangat bagus dan efisien dalam memberikan informasi dari dalam dan luar negeri,13,5to20,1.0,,,,1.0
2023-11-15 17:38:20,5.0,"Tercepat, akurat, dan terdepan 👉",5,5to20,1.0,,,,
2023-11-03 10:51:59,1.0,"Terlalu mahal, perbulan 50k, mending beli quota cuma 20k",9,5to20,,-1.0,,,
2023-11-03 08:47:15,3.0,memuat berita berta yang akurat,5,5to20,1.0,,,,
2023-11-03 07:31:34,5.0,Media yg baik dan objektif,5,5to20,1.0,,,,
2023-10-30 08:31:55,5.0,kompas sangat memperbarui pengetahuan 👍,5,5to20,1.0,,,,
2023-10-28 23:12:07,1.0,pemberitaan kalian sudah tidak berimbang drun,6,5to20,-1.0,,,,
2023-10-28 05:57:41,1.0,"Bego, Baca2 berita GK ada waktu buat ini njing..",9,5to20,,,,,
2023-10-25 07:06:48,5.0,biaya langganannya dimurahin dikit dong kalo buat mahasiswa hehe,9,5to20,,0.0,,,
2023-10-24 08:59:27,5.0,"Kompas menyajikan berita aktual, tajam terpercaya, Bravo Kompas🙏",8,5to20,1.0,,,,
2023-10-21 17:46:25,5.0,berita terupdate sehingga menjadi sumber informasi yang akurat dalam mendapatkan informasi dan berita terbaru.,14,5to20,1.0,,,,
2023-10-15 21:50:29,5.0,"Sementara ini aku suka banget sama aplikasi satu ini karena menyediakan berbagai macam informasi, berita yang bisa menambah literasi saya.",20,5to20,1.0,,,,
2023-10-14 12:27:44,2.0,Saya bisa tau semua berita,5,5to20,0.0,,,,
2023-09-30 18:59:33,5.0,Terimakasih untuk informasi yang selalu valid kompas..,7,5to20,1.0,,,,
2023-09-21 15:20:42,5.0,kompas termasuk media yang memberikan informasi terpercaya,7,5to20,1.0,,,,
2023-09-18 15:09:49,5.0,"Baru mulai berlangganan, tampilan aplikasi lumayan bagus",7,5to20,,0.0,1.0,,
2023-09-13 19:43:58,4.0,ini bila kabar ini benar Indonesa ta kenapa komentarnya di sembunyikan Kamu paling tidak suka kaku tida bisa ikut komentar,20,5to20,,,,,
2023-09-13 07:50:24,5.0,fitur2nya sangat mudah dipahami bagi awam.,6,5to20,,,,1.0,
2023-09-11 13:56:05,5.0,Sangat bagus isinya Kompas memang is the best,8,5to20,1.0,,,,
2023-09-10 19:51:17,2.0,Berita nya kok gk lengkap,5,5to20,-1.0,,,,
2023-09-07 13:53:48,5.0,berita yang sangat akurat dan independen,6,5to20,1.0,,,,
2023-09-07 07:34:53,5.0,sangat membantu .tetap evaluasi agar lbh baik lg,8,5to20,,,,,
2023-09-04 23:36:52,5.0,"Untuk news sudah bagus sekali, di harapkan supaya aplikasi ini bisa di baca gratis.",14,5to20,1.0,0.0,,,
2023-08-29 02:14:10,5.0,Terima kasih Kompas . Mengisi waktu luang jadi berguna !,10,5to20,,,,,
2023-08-23 05:58:59,5.0,"Beritanya cepat, lengkap dan akurat",5,5to20,1.0,,,,
2023-08-22 06:16:29,5.0,liputan nasional nya update dan bagus .,7,5to20,1.0,,,,
2023-08-20 13:07:51,5.0,Wow keren banget. Bisa mendapatkan banyak informasi dari aplikasi ini,10,5to20,,,,,
2023-08-18 17:33:04,1.0,"Uninstall, mau baca aja disuruh langganan. Masih ada situs berita online yang gratis.",13,5to20,,-1.0,,,
2023-08-18 16:41:43,3.0,Kompas Id mantap. Semoga lebih ditingkatkan lagi untuk fiturnya.,9,5to20,,,,0.0,
2023-08-17 15:21:31,3.0,Tidak bisa dibuka tap verifikasi macet melulu,7,5to20,,,,,-1.0
2023-08-17 12:06:15,4.0,"Tampilan sangat enak dibaca, hanya saja mesin pencarian berita bisa lebih baik. Tidak ada filter untuk mengetahui berita paling populer/terbaru.",20,5to20,,,1.0,-1.0,
2023-08-17 00:20:31,5.0,Melihat membaca dan mendengarkan acara di Kompas dengan baik.,9,5to20,,,,,
2023-08-16 05:38:10,5.0,Bisa baca berita tanpa diganggu iklan,6,5to20,,1.0,,,
2023-08-14 20:09:27,5.0,sangat bermanfaat... semoga berita update terus setiap saat..,8,5to20,1.0,,,,
2023-08-14 05:33:40,5.0,"Kompas adalah media informasi terbaik menurut saya, saya membacanya sejak dari koran, sekarang online media, informasi terbaik mantap terpercaya.",19,5to20,1.0,,,,
2023-08-12 16:47:38,5.0,*KOMPAS* sekarang bisa ketemui lewat kang _ANDROID_ digunung gunung terima kasih KOMPAS,12,5to20,,,,,
2023-08-11 09:29:16,5.0,Beritanya lengkap dan up to date,6,5to20,1.0,,,,
2023-08-04 14:26:36,5.0,Semoga Aplikasi Ini Bermanfaat Untuk Kita Semua dan Keluarga,9,5to20,,,,,
2023-08-03 02:30:11,5.0,Terpercaya dan terdepan dalam penyampaian berita.,6,5to20,1.0,,,,
2023-07-30 15:19:37,5.0,Beritanya sangat akurat lugas & dg bahasanya sangat di pahami semua kalangan👍🏽,12,5to20,1.0,,,,
2023-07-27 19:53:56,4.0,keren mudah dimengerti bahasa beritanya,5,5to20,1.0,,,,
2023-07-27 09:55:50,3.0,Memnberikan informasi cepat dan akurat,5,5to20,1.0,,,,
2023-07-23 22:45:27,3.0,"beritanya cukup baik, sangat informatip",5,5to20,1.0,,,,
2023-07-17 06:13:19,2.0,"ada iklan yang nyuruh pengguna harus berlangganan, cukup gede sih dan penempatannya juga di situ 🔥",16,5to20,,-1.0,-1.0,,
2023-07-17 05:02:30,1.0,Mau berlangganan tapi mekanisme pembayarannya kurang lancar,7,5to20,,-1.0,,,
2023-07-14 08:21:37,5.0,bagus . beritanya aktual . semoga makin sukses . 👍,10,5to20,1.0,,,,
2023-07-06 15:10:35,5.0,"Aplikasi nya bagus, tidak ada masalah dan sangat lancar saat digunakan.",11,5to20,,,,,1.0
2023-07-06 09:01:30,5.0,Berita2 yg kredibel dapat dpercaya,5,5to20,1.0,,,,
2023-07-02 22:38:18,5.0,"Keren bgt Kompas, sering2 promo langganan. Suka dgn berita2 ulasan yg lengkap dan detail",14,5to20,1.0,1.0,,,
2023-07-01 22:03:42,5.0,menarik dan memperkaya wawasan semoga tetap independent kompas,8,5to20,1.0,,,,
2023-06-25 18:11:29,1.0,"Kenapa bayar utk membaca, ngak mampu ya",7,5to20,,-1.0,,,
2023-06-08 21:45:12,5.0,Ampliksai ini pasang saja saya beri reting bintang lima Amplikasi,10,5to20,,,,,
2023-06-08 10:40:40,5.0,berita yg sangat uptudate dan independen,6,5to20,1.0,,,,
2023-06-05 02:34:35,5.0,"Untuk Developer Harian Kompas. Kompas.id : Baca Berita Lengkap Sangat Bermanfaat, Terus Tingkatkan Fitur Dan Kualitas Di Dalam Aplikasi.",19,5to20,,,,,
2023-06-02 05:23:23,4.0,so far so good lah,5,5to20,,,,,
2023-06-01 20:31:15,1.0,saya sudah bayar berlangganan tetapi tidak bisa akses,8,5to20,,,,,-1.0
2023-06-01 10:46:38,1.0,Masak pencarian berita nggak urut dari yang terbaru,8,5to20,,,,-1.0,
2023-05-30 22:00:33,5.0,Alhamdu Lillah Semoga Mengerti Aamiiin,5,5to20,,,,,
2023-05-30 20:21:48,2.0,"Ga usah pake pake email dan kata sandi boss...saya baru, kalo pake ginian lebih baik keluar maaaff",17,5to20,,,,,-1.0
2023-05-30 09:20:15,5.0,"GOOD Apps, ada e paper yg 100 % sama dgn koran fisik, dan info² ter update",16,5to20,1.0,,,1.0,
2023-05-26 20:41:59,5.0,"suka, berita seimbang. . kompas selalu di hati.",8,5to20,1.0,,,,
2023-05-22 20:43:56,1.0,"mau baca cerpen karya sastra aja harus berlangganan, makin terbatas ya sekarang",12,5to20,,-1.0,,,
2023-05-17 15:51:23,5.0,"Kompas, profesional dalam menyajikan berita. Bahasanya enak dinikmati.",8,5to20,1.0,,,,
2023-05-06 17:11:11,5.0,"Saya adalah pelanggan setia Kompas.id, bagus beritanya",7,5to20,1.0,,,,
2023-04-30 18:59:10,4.0,Harus mbayar user gratisan jangan download,6,5to20,,-1.0,,,
2023-04-28 05:15:39,4.0,Aplikasi ini sangat penting dalam proses mengikuti perkembangan informasi nasional,10,5to20,1.0,,,,
2023-04-26 19:40:33,2.0,Isi berita anda bagus n bermanfaat buat yg mengerti n suka dgn kebenaran berita atau informasinya.Terima kasih.,17,5to20,1.0,,,,
2023-04-22 07:38:34,5.0,"luarbiasa . mantap . dan menyenangkan. mudah , dan konsolidasi",10,5to20,,,,,
2023-04-21 17:14:18,5.0,"Kerenn,,bisa dpt berita setiap hari lewat kompas gak perlu beli koran",11,5to20,1.0,,,,
2023-04-18 16:07:57,5.0,Sangat baik terhadap keluhan pengguna,5,5to20,,,,,1.0
2023-04-10 11:02:01,5.0,ulasan kompas sangat enak dibaca dan dicerna. tampilan digital menarik dan e-paper nya selayaknya baca koran kompas spt dulu.,19,5to20,1.0,,1.0,,
2023-04-05 15:58:40,1.0,Kasih free trial kek 3 hari minimal biar ngerasain suka atau enggaknya dengan app-nya,14,5to20,,0.0,,,
2023-04-05 04:25:17,5.0,berita yg aktual & seimbang,5,5to20,1.0,,,,
2023-04-01 12:36:08,2.0,Sayangnya lembaran yang mau di-kliping tidak bisa di-downlaod seperti dulu.,10,5to20,,,,-1.0,
2023-03-31 05:50:00,5.0,"Berita Update, penulisan & penyampaian terukur serta terarah..recommended u/ berlangganan berita era digital saat ini",15,5to20,1.0,,,,
2023-03-29 04:08:16,5.0,Ini bagus banget. Bagus untuk kita menambah wawasan pengetahuan kita,10,5to20,1.0,,,,
2023-03-27 17:53:35,5.0,banyak ilmu yang bermanfaat. terima kasih Kompas,7,5to20,1.0,,,,
2023-03-26 20:29:35,1.0,tidak mau baca koran boros .,6,5to20,,,,,
2023-03-25 10:47:10,5.0,artikel-artikelx menarik dan enak dibaca,5,5to20,1.0,,,,
2023-03-22 20:29:35,5.0,"Bacaan dari usia SMA, blm tergantikan",6,5to20,,,,,
2023-03-13 17:39:25,5.0,"berita bariatif, positif dan berbobot",5,5to20,1.0,,,,
2023-03-07 17:21:37,5.0,Selama saya menggunakan aplikasi ini sangat bagus,7,5to20,,,,,
2023-03-06 09:58:08,5.0,Kompas selalu menjadi pilihan utama,5,5to20,,,,,
2023-03-05 20:17:48,5.0,Terimakasih untuk segala pengalaman yang telah jauh membawa saya dalam pengajaran,11,5to20,,,,,
2023-03-03 17:07:09,5.0,Satu kata utk Kompas.id: keren,5,5to20,,,,,
2023-03-03 11:24:23,3.0,"Pasti Bisa dibaca dari Koran... Lebih bagus, Baca yang Koran Analog alias Kertas...",13,5to20,,,,,
2023-02-25 11:26:39,5.0,"Apapun medianya, Kompas masih bisa disebut salah satu barometer jurnalik Indonesia, selamat.",12,5to20,1.0,,,,
2023-02-24 14:50:49,1.0,Tidak bisa bantu ya buka,5,5to20,,,,,-1.0
2023-02-21 08:22:46,5.0,berita dan featurenya bagus dan mendalam. sering muncul berita investigasi yg mendalam dan berbeda dari lainnya. benar2 jurnalisme berkualitas.,19,5to20,1.0,,,,
2023-02-20 22:54:56,5.0,"utk berlangganan, fasilitas pembayaran nya bisa ditambah, misalnya dgn voucher google play.",12,5to20,,0.0,,,
2023-02-17 08:14:40,5.0,Berita yang disajikan sangat membantu publik memperoleh informasi yang menarik akurat dan terpercaya,13,5to20,1.0,,,,
2023-02-15 17:35:28,4.0,O like Kompas ilove kompass,5,5to20,,,,,
2023-02-15 17:34:36,5.0,"Memperoleh informasi terbaru, dapat dipercaya dan semua aspek kehidupan dengan mudah.",11,5to20,1.0,,,,
2023-02-13 21:41:35,5.0,"Konten berisi informasi yang substansial, update, menarik, menambah wawasan",9,5to20,1.0,,,,
2023-02-06 20:09:45,4.0,Beritanya selaku aktual sesuai facta,5,5to20,1.0,,,,
2023-02-06 12:42:07,5.0,"terdepan dlm berita, good job.",5,5to20,1.0,,,,
2023-02-03 22:32:03,5.0,Kompas tetap kritis dan keren,5,5to20,1.0,,,,
2023-01-27 19:57:59,5.0,tetap pertahankan netral dan anti clickbait,6,5to20,1.0,,,,
2023-01-27 00:14:51,5.0,Ingin gabung sebagai pembawa perubahan untuk berita-berita bermanfaat.,8,5to20,,,,,
2023-01-25 08:32:00,5.0,tetap menjunjung tinggi kerahasiaan data pribadi,6,5to20,,,,,
2023-01-22 17:01:21,1.0,nggak jelas MASUK aplikasi Ulang terus,6,5to20,,,,,-1.0
2023-01-22 02:19:52,5.0,"Enak memang membaca berita dari Kompas ini., beritanya selalu Update dan masih bisa dipercaya ketimbang bebarapa media lainnya.",18,5to20,1.0,,,,
2023-01-18 14:26:22,1.0,"Nonton berita kok bayar,,mending dwnld apk yg lain",8,5to20,,-1.0,,,
2023-01-16 09:15:08,5.0,Keluhan langsung ditindak lanjuti.. mantap 👍,6,5to20,,,,,1.0
2023-01-13 21:04:51,5.0,"saatnya baca berita yg akurat, terpercaya,..",6,5to20,1.0,,,,
2023-01-11 17:09:18,4.0,"ok bagus berita nya,,, lanjutkan saja,,,siiip..josss",6,5to20,1.0,,,,
2023-01-02 12:47:50,3.0,Kito cobo mace kak berita sape tau ade paeda ee,10,5to20,,,,,
2022-12-28 15:06:03,5.0,"Mendalam, berimbang, dan mendudukan persoalan untuk mendapatkan solusi tanpa menghakimi pihak2 yg menciptakan persoalan.",14,5to20,1.0,,,,
2022-12-26 10:42:51,5.0,Bacaan yg bagus...ttpi hrus rela brlngganan,6,5to20,1.0,0.0,,,
2022-12-13 11:16:37,5.0,Wawasan makin bertambah klo baca Kompas,6,5to20,1.0,,,,
2022-12-08 21:08:54,1.0,"uninstalll, gratisnya cm 5kali artikel hbs itu suruh langganan 50rb/bln",10,5to20,,-1.0,,,
2022-12-07 12:22:13,5.0,Ter..update dan bisa dipercaya dr zaman koran ya nice,9,5to20,1.0,,,,
2022-12-05 07:13:39,4.0,Cara masuk nya susah ya,5,5to20,,,,,-1.0
2022-12-05 05:06:26,5.0,Google the best mohon bantuan agar lancar,7,5to20,,,,,
2022-12-04 14:41:34,5.0,Memang kt.perlu angkat jempol buat Kompas berita yg akurat dan terukur..selamat buat Koompas ya?,14,5to20,1.0,,,,
2022-12-03 07:20:52,5.0,Betul betul bebas dan indipendent. Netral dan objektif. Tidak tercemar kepentingan politik.,12,5to20,1.0,,,,
2022-11-26 06:28:46,4.0,"Beritanya tersajih lebih lengkap,saran kalau bisa sertakan video pendeknya",9,5to20,1.0,,,,
2022-11-21 20:26:56,4.0,udah bagus... perlu lebih di sempurnakan.,6,5to20,,,,,
2022-11-16 18:23:47,5.0,Saya kasi bintang 5 👍,5,5to20,,,,,
2022-11-14 18:11:56,5.0,apk nya bagus banget sampe mau kayang,7,5to20,,,,,
2022-11-14 15:18:08,1.0,"Berita gak valid yang terbaru mengenai 1 keluarga kelaparan, yang disalahkan agama islam. Penistaan ini",15,5to20,-1.0,,,,
2022-11-14 12:02:04,5.0,"Puas, dg isi berita terpercaya",5,5to20,1.0,,,,
2022-11-13 09:52:46,1.0,Berbayar mending baca di tempat lain,6,5to20,,-1.0,,,
2022-11-10 05:32:35,5.0,"Mendapatkan informasi yg lengkap setiap pagi dari politik, ekonomi, olah raga dan apa yg menjadi issue yg terbaru.",18,5to20,1.0,,,,
2022-11-09 16:56:57,5.0,"Berita nya akurat, enak dibaca",5,5to20,1.0,,,,
2022-11-07 09:54:43,4.0,"Berita yg di keluwarkan kepublik sangat terpercaya, trimakadih kompas tv",10,5to20,1.0,,,,
2022-11-06 17:53:58,5.0,iaaa bagus agar tau berita lewat kompas,7,5to20,,,,,
2022-11-05 10:20:21,5.0,ditambah lagi dong ulasan berita daerah Jawa Tengah.,8,5to20,0.0,,,,
2022-11-03 11:17:32,4.0,coba dulu. Bagus no uninstal dan tamba bintang.,8,5to20,,,,,
2022-10-31 15:57:33,1.0,"baca berita aja bayar harus langganan, gimana mau pintar masyarakatnya",10,5to20,,-1.0,,,
2022-10-30 23:37:04,5.0,"karena sy seneng baca berita,jd ya mantap bngt ini apl,ga bakal kètinggalan informasi👍",13,5to20,,,,,
2022-10-29 22:59:37,1.0,Baca berita model malam lebih sehat untuk mata tapi ini bukan kurang sip,13,5to20,,,-1.0,,
2022-10-28 14:06:50,1.0,"Mau baca berita aja berbayar??? Lebih baik cari cara lain,di internet sekarang banyak cara dan gak bayar.",17,5to20,,-1.0,,,
2022-10-24 19:19:48,5.0,Sangat membantu aktivitas kami. thanks,5,5to20,,,,,
2022-10-20 18:12:25,3.0,"Knp kok hrs brlangganan 50 rb /bln, Kami buka kn sdh harus tersambung net..",14,5to20,,-1.0,,,
2022-10-19 19:52:27,4.0,Bagus cuma tidak ada pilihan font,6,5to20,,,-1.0,,
2022-10-19 08:18:39,5.0,Tetaplah menjadi media yang netral (tidak memihak) dan profesional.,9,5to20,0.0,,,,
2022-10-17 19:30:02,1.0,Masak iya bisa baca artikelnya cuma 5 setiap bulan sedih banget login juga ngak bisa-bisa 😢,16,5to20,,-1.0,,,-1.0
2022-10-15 01:54:45,4.0,berita yang akurat kompas sangat terpercaya dan disukai masyarakat,9,5to20,1.0,,,,
2022-10-13 19:20:38,5.0,Kompas.id.baca Berita lengkap.:Amplikasi yang seperti ini saya pasang Amplikasi ini saya beri reting bintang lima,15,5to20,,,,,
2022-10-07 00:53:33,5.0,berita anget baru pulang kerja nobi ain malem jam:0304,9,5to20,,,,,
2022-10-02 15:10:04,2.0,Percuma ada aplikasi kalo mau baca masih dilempar ke browser webview,11,5to20,,,,,-1.0
2022-09-30 19:44:16,5.0,"Terima kasih Kompas. id selalu menyajikan berita terbaik, valid dan bebas hoaks",12,5to20,1.0,,,,
2022-09-28 05:07:38,5.0,"berita update. ulasan berimbang, dapat dipercaya, dan memperkaya wawasan. bukan sekadar clickbait. bahasanya pun bagus.",15,5to20,1.0,,,,
2022-09-27 15:05:24,5.0,Beritakanlah kabar yang baik serta positif.Lenyapkanlah segala kejahatan secara adil.Supaya Indonesia menjadi Negara Adil Makmur dan sentosa.,17,5to20,,,,,
2022-09-26 10:11:26,1.0,"Saya unisntal aplikas kompas... banyak aplikasi lain yg gk mintak berlangganan baca artikelnya ...seperti detik, republika dll.",17,5to20,,-1.0,,,
2022-09-25 18:03:24,5.0,beritanya sangat aktual dan terpercaya,5,5to20,1.0,,,,
2022-09-21 22:54:00,4.0,"Baik juga, cuman beritanya kurang akurat..",6,5to20,0.0,,,,
2022-09-20 16:51:08,5.0,"Pimpinan kompas, almarhum bp yacob utama sgt tinggi perhatian kpd karyawannya, sy kagum kepadanys",14,5to20,,,,,
2022-09-14 09:29:46,1.0,"Dah download tapi masih bingung memahaminya, krn berita sama foto nya ga nyambung.",13,5to20,,,-1.0,,
2022-09-11 14:01:29,2.0,"Saya sudah berlangganan, tapi muncul tulisan belum berlangganan. Akibatnya saya tdk bsa membaca epaper",14,5to20,,,,,-1.0
2022-09-11 05:57:30,1.0,Jadi ini ya media nasional sialan itu yg suka blackcampaign pak anies,12,5to20,-1.0,,,,
2022-09-10 18:13:57,5.0,Bagus banget rekemond buat baca koran and apknya gratis topo deh buat kompas.id👍,13,5to20,1.0,,,,
2022-09-10 13:38:02,1.0,"media sampah..melakukan penggiringan opini publik untuk membeci seseorang....udah kotor DAN TIDAK NETRAL...benci boleh, kalau memfitnah, udah sangat jahat",18,5to20,-1.0,,,,
2022-09-10 08:11:16,1.0,KOMPAS Punya dendam apaan ama pak Anis,7,5to20,-1.0,,,,
2022-09-10 05:46:58,1.0,Parah sih kompas. Gak nyambung antara foto sama beritanya. Bawa ke Dewan Pers aja pak.,15,5to20,-1.0,,,,
2022-09-10 01:46:40,1.0,Pengen kasih bintang 1 aja boleh kan,7,5to20,,,,,
2022-09-09 19:36:02,5.0,Suka bisa baca berita dimna saja,6,5to20,,,,,
2022-09-09 01:33:47,1.0,Mohon maaf anda tidak adil.,5,5to20,-1.0,,,,
2022-09-08 19:55:17,5.0,Merawat jurnalisme dengan pemberitaan yang berkualitas.,6,5to20,1.0,,,,
2022-09-08 10:12:24,5.0,"Yaaxchaa kalau cari berita yang terhangat dan terpercaya disini ni , Aplikasi ini tempatnya,",14,5to20,1.0,,,,
2022-09-02 17:46:51,5.0,keren aplikasinya. baca berita nya lengkap,6,5to20,1.0,,,,
2022-08-30 12:45:35,5.0,"Mantap Kompas, selalu berinovasi. Konten berkualitas terus semakin mudah diakses!",10,5to20,1.0,,,,
2022-08-28 21:26:48,5.0,"Aplikasi bagus, meskipun kadang kadang saat memperpanjang langganan, kadang kadang ada masalah, sehingga harus menghubungi Costumer Service",17,5to20,,,,,
2022-08-22 12:57:24,5.0,Masya allah aplikasinya bagus untuk pembaca berita dan terjamin kualitasnya insya allah,12,5to20,1.0,,,,
2022-08-22 09:57:32,5.0,Lebih lengkap dan lebih informatif,5,5to20,1.0,,,,
2022-08-21 10:47:06,3.0,Saya suka dengan Harian Kompas,5,5to20,,,,,
2022-08-18 12:02:08,5.0,Sangat membantu sekali dalam mengetahui berita perkembangan negara yang kita cintai ini,12,5to20,1.0,,,,
2022-08-16 11:49:59,5.0,Semakin update dg berita terkini.,5,5to20,1.0,,,,
2022-08-12 07:44:20,5.0,"Memang beda, konsisten menyajikan fakta dan data. Thanks",8,5to20,1.0,,,,
2022-08-12 07:43:33,5.0,"Membantu banget, bisa baca koran di mana pun, bahkan saat tidak terkoneksi internet. Biaya langganan terjangkau.",16,5to20,,1.0,,,
2022-08-10 17:25:03,5.0,Kompas berita independen teraktual dan profesional,6,5to20,1.0,,,,
2022-08-10 09:53:22,5.0,Kompas. Id untuk tahu berita yang menarik. Selengkapnya saya baca Koran Kompas yang mana kami sudah berlangganan sejak 1973. Terimakasih.,20,5to20,,,,,
2022-07-30 19:29:02,5.0,inisangat membantu sy trutama mendptkan berita ygup tothat.sysangat butuhdhn beritaataunews ygterbaru jelasnarasumbernya dandpt dipercaya.,14,5to20,1.0,,,,
2022-07-21 19:36:20,4.0,"Sudah pilih opsi berlangganan, sudah konfirmasi berlangganan, tapi di aplikasi masih belum berlangganan.",13,5to20,,,,,-1.0
2022-07-16 22:38:45,5.0,"Syam sul bahrieon,,alham Dulilah terimakasih",5,5to20,,,,,
2022-07-12 19:06:00,4.0,Cukup baik berita nya namun tingkatkan lagi yg lebih update 😊,11,5to20,0.0,,,,
2022-07-06 21:19:38,5.0,Kompas selalu up date dalam pemberitaan.,6,5to20,1.0,,,,
2022-06-26 18:43:34,5.0,Untk mengetahui berita2 terpenting dalam kehidupan sehari-hari dan juga bisa digunakan sebagai alat bantu.,14,5to20,1.0,,,,
2022-06-02 07:40:30,1.0,"Berita nya gak update apalagi tentang club sepakbola. Tidak ada update transfer pemain, isu transfer.",15,5to20,-1.0,,,,
2022-05-19 11:26:53,5.0,Aplikasi ini bisa menjadi referensi untuk baca berita dari Indonesia lho!,11,5to20,1.0,,,,
2022-05-17 07:58:30,5.0,Berita terbaru tercakup secara keseluruhan dalam aplikasi ini !!!!!!!!!,9,5to20,1.0,,,,
2022-05-16 07:23:32,5.0,Aplikasi mudah digunakan dan isi berita update terpercaya,8,5to20,1.0,,,,
2022-05-14 20:51:59,1.0,Sudah berlangganan berbayar. Tapi fitur premium tidak aktif. Tolong diberesin dong. Ada bugs di aplikasi.,15,5to20,,,,,-1.0
2022-05-02 17:50:45,1.0,Teramat sangat tidak memuaskan sekali,5,5to20,,,,,
2022-04-30 08:37:04,1.0,"harus bayar, tidak ada versi trial. kita mau baca berita offline",11,5to20,,-1.0,,,
2022-04-28 18:20:20,1.0,Sangat baik dimana kita berada bisa ngikutin berita,8,5to20,,,,,
